ID,centro,Rotacion,Edad,Hijos,año_contrato,Contrato_Contrato Temporal,Contrato_Indeterminado,Funcion_Go-Electric,Funcion_Portavoz,Funcion_Representante Sindical,Funcion_Trabajador,Genero_Femenino,Genero_Masculino,Turno_R6D__01,Turno_RG1_2T,Turno_RG1_3T,Turno_RG2_2T,Turno_RG2_3T,Turno_RG3_3T,Turno_T_CENT,Areas_M/G-5M23,Areas_M/G-5M24,Areas_M/G-5M41,Areas_M/G-5M7,Year,Month,Day,Week Day,Evento
406044,6334460,True,34,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
406114,6334460,True,28,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406141,6334460,True,37,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
406144,6334460,True,31,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406147,6334460,True,40,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406149,6334460,True,49,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406153,6334460,True,41,3,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
406189,6334460,True,38,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
406193,6334460,True,36,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406197,6334460,True,52,2,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
406198,6334460,True,42,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406308,6334460,True,49,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
406310,6334460,True,37,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406312,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406313,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
406316,6334460,True,40,3,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
406409,6334460,True,41,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
406410,6334460,True,35,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
406522,6334460,True,40,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
406981,6334460,False,45,2,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
407488,6334460,True,33,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
410024,6334460,False,32,1,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
410158,6334460,False,28,1,2025,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
410172,6334460,False,28,1,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
410418,6334460,True,26,0,2030,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
411084,6334460,False,20,0,2024,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
411379,6334460,False,36,1,2024,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
411437,6334460,False,36,2,2024,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
412101,6334460,False,24,0,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
412106,6334460,False,29,0,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
412109,6334460,False,27,1,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
412110,6334460,False,27,1,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
412128,6334460,False,33,2,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
401345,6334460,True,37,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
401358,6334460,True,33,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
401379,6334460,True,44,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
401399,6334460,True,45,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
401500,6334460,True,37,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
402320,6334460,True,33,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
402325,6334460,True,40,0,2030,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
402326,6334460,True,38,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
402499,6334460,True,30,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
402701,6334460,True,28,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
402747,6334460,True,35,3,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
402770,6334460,True,29,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,2024,10,29,1,False
402811,6334460,True,36,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
402938,6334460,True,39,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
403007,6334460,True,37,1,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
403122,6334460,True,45,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
403171,6334460,True,32,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
403173,6334460,True,40,3,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
403242,6334460,True,35,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
403251,6334460,True,36,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
403257,6334460,True,37,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
403740,6334460,True,41,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
404023,6334460,True,43,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
404422,6334460,True,42,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
404426,6334460,True,37,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
404567,6334460,True,39,1,2030,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
404661,6334460,True,37,0,2030,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
405380,6334460,True,30,0,2030,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
405520,6334460,True,35,1,2030,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
405561,6334460,True,45,2,2030,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
405564,6334460,True,36,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
405827,6334460,True,36,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
405843,6334460,True,27,1,2030,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
405857,6334460,True,33,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
406112,6334460,True,36,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406217,6334460,True,34,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406336,6334460,True,38,0,2030,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
407719,6334460,True,40,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
408800,6334460,False,26,2,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
408969,6334460,True,27,0,2030,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
411983,6334460,False,29,1,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
411984,6334460,False,32,0,2025,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
411985,6334460,False,44,1,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
411986,6334460,False,23,0,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
411987,6334460,False,42,2,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
411988,6334460,False,31,2,2025,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
401163,6334460,True,37,0,2030,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,2024,10,29,1,False
401164,6334460,True,47,2,2030,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,2024,10,29,1,False
401172,6334460,True,43,0,2030,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
401378,6334460,True,39,1,2030,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
401380,6334460,True,62,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
401393,6334460,True,32,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
401397,6334460,True,32,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
401473,6334460,True,36,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
401690,6334460,True,50,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
402386,6334460,True,34,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
402409,6334460,True,48,0,2030,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,2024,10,29,1,False
402492,6334460,True,43,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
402497,6334460,True,38,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
402538,6334460,True,34,0,2030,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,2024,10,29,1,False
402544,6334460,True,30,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
402559,6334460,True,33,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
402625,6334460,True,33,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
402633,6334460,True,35,0,2030,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
402640,6334460,True,39,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
402644,6334460,True,51,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
402696,6334460,True,30,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
402817,6334460,True,42,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
403123,6334460,True,33,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
404100,6334460,True,30,0,2030,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,2024,10,29,1,False
404999,6334460,True,33,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
405641,6334460,True,31,0,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
405998,6334460,True,32,0,2030,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
406096,6334460,True,36,4,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
406917,6334460,True,29,1,2030,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
410152,6334460,True,28,0,2030,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
410837,6334460,True,36,3,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
410842,6334460,True,30,2,2030,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
410843,6334460,True,32,0,2030,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,2024,10,29,1,False
410845,6334460,True,29,1,2030,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
411480,6334460,False,33,2,2025,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,2024,10,29,1,False
411990,6334460,False,30,3,2025,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,2024,10,29,1,False
